ts,t_ext,h_ext,t_C_cal,h_C_cal,t_L_cal,h_L_cal
1626775200000000000,38.48006249362787,18.056368148735363,23.08011081629109,37.05254101199678,23.037709808068314,39.602766759224515
1626778800000000000,37.79733272198243,18.716509228023938,23.21528438231846,37.07654230065927,23.033133340479353,39.65923252738473
1626782400000000000,37.08240232540069,19.461086625825164,23.351656840182912,37.10240875244179,23.02917977480971,39.71629225051271
1626786000000000000,36.29600644263569,20.377280659280533,23.490274237898358,37.13222266109414,23.027140679573908,39.775367706665996
1626789600000000000,35.41222285585303,21.529660779273293,23.63149938841021,37.167412604041715,23.028349158871706,39.83824027486366
1626793200000000000,34.43641928279203,22.938606963427222,23.774209028951557,37.2090164705323,23.03386691000713,39.904770991324796
1626796800000000000,33.386174545966824,24.595369248240054,23.915631569538093,37.257048978589964,23.04447213869551,39.97424254451991
1626800400000000000,32.27153660839694,26.454644933908575,24.051669996562637,37.312049721666774,23.060604381552096,40.0469462202729
1626804000000000000,31.09099168764227,28.503077628147174,24.17727098072264,37.3750517773489,23.08225845380518,40.12410655560246
1626807600000000000,29.84851063517872,30.72136448933117,24.28706449274994,37.44669499958583,23.108823126867556,40.20647862628459
1626811200000000000,28.572654385605762,33.0684718995544,24.376507793569168,37.52592259745365,23.139564587613982,40.2932386056593
1626814800000000000,27.282498767171113,35.50515259601744,24.44193749917746,37.61094820463258,23.173660791650555,40.38268031420371
1626818400000000000,25.956281953155305,38.04714126359195,24.481147369858473,37.69958593786163,23.210338493151674,40.472942965093964
1626822000000000000,24.589083795833833,40.67284328341168,24.493511790904112,37.78914836382239,23.24908783837524,40.56149212249748
1626825600000000000,23.25142132795065,43.210692623974445,24.47959367390768,37.87644438529964,23.288931952283985,40.64431945016709
1626829200000000000,22.102920744291353,45.312894820943946,24.441020812553454,37.95637346490661,23.32740308145689,40.716456346275095
1626832800000000000,21.267694026362044,46.737003029198675,24.380534154695702,38.02401154661261,23.362416880222824,40.772817796792125
1626836400000000000,20.839948948225906,47.34556645540769,24.30146444006317,38.0740795947629,23.392614972096094,40.808671117076045
1626840000000000000,20.880660788126942,47.13620872039249,24.20755928905986,38.1007816165588,23.41701481178876,40.819213103139035
1626843600000000000,21.404262477684036,46.2950977804205,24.102694534831986,38.101419207954,23.434850561434793,40.80130287549392
1626847200000000000,22.385280340634807,44.969539504555215,23.991070417635186,38.07578783309664,23.446186235050263,40.75441823536215
1626850800000000000,23.79583443957641,43.21038878405596,23.876405686922226,38.02589496631892,23.451737341036907,40.681264742392074
1626854400000000000,25.541942033699645,41.02549261513645,23.761383387969506,37.95682858832211,23.452757525445946,40.58874363967839
1626858000000000000,27.51266203779953,38.52821910616985,23.647422509184203,37.87346823601922,23.450983060918222,40.48446041575436
1626861600000000000,29.603522835222954,35.851903661600154,23.53466153842711,37.781596541740036,23.447844867062322,40.37478777838979
1626865200000000000,31.736653461666087,33.107963131173264,23.42267382937625,37.68720238067231,23.444264032877644,40.263280859196875
1626872400000000000,42.362420053368155,12.085476260843425,23.73890036169578,36.90836292958613,23.246499686986212,39.83508461050809
1626876000000000000,40.08209009929867,15.088710259621536,23.859120117369958,37.01621465282196,23.265212626453685,39.92911884025664
1626879600000000000,37.764835944695506,18.167589495791212,23.977950869427175,37.125689818301915,23.28446056905129,40.02412654918012
