ts,t_ext,h_ext,t_C_cal,h_C_cal,t_L_cal,h_L_cal
1626858000000000000,30.46790402487418,23.42325954553547,25.946103585955903,30.96508299327325,26.23396902598239,18.95486961341789
1626861600000000000,32.899512463072305,25.853737319185566,25.96471590501136,30.946409914184414,26.118600409573805,18.979054946542522
1626865200000000000,35.331005963585795,28.262033779431594,25.983251803591877,30.927724660609005,26.003199795213092,19.003159288658622
1626872400000000000,40.586491121055076,14.151963002302713,26.742662966284882,31.163092130900367,25.83331507530061,18.953520465754387
1626876000000000000,39.613806831182686,15.671133379705084,26.95649015837284,31.208122101167024,25.88815337939919,18.96025314440674
1626879600000000000,38.62008371705627,17.23734934447573,27.167216807754468,31.25246963554642,25.94365853274476,18.96780559897981
1626883200000000000,37.57957966871866,18.907075584968492,27.369394861444068,31.294104323648313,26.000615850790332,18.977337286228508
1626886800000000000,36.466547391216054,20.720946774353315,27.555708446204466,31.330208753505257,26.059374063661455,18.989859050900556
1626890400000000000,35.26283015654383,22.686458648132277,27.71767046745679,31.359680934811067,26.120275742975785,19.005906408454123
1626894000000000000,33.948311645138176,24.7706327681816,27.846148510866033,31.38252175888923,26.18454030794969,19.024779723738387
1626897600000000000,32.50391390253649,26.889014998785054,27.932777901867045,31.39921671511512,26.254628864814197,19.046296949951312
1626901200000000000,30.899675857824796,28.94404487654461,27.972932480786024,31.409957427675216,26.334257116720867,19.07085102769348
1626904800000000000,29.1425973010638,30.858271788074397,27.967158308930507,31.414474706004853,26.424594478173127,19.098772771799297
1626908400000000000,27.292681263735957,32.5933046712231,27.919022122800193,31.41316876141262,26.5234677925072,19.129557904376234
1626912000000000000,25.480504804313117,34.081987927776865,27.835328166714582,31.406726500547087,26.62445795827758,19.16101246337742
1626915600000000000,23.92571816862977,35.11673291280958,27.72169046376516,31.39596790150937,26.7159111961137,19.189871942712216
1626919200000000000,22.78683322114394,35.569575546561865,27.585480866487394,31.381910436461784,26.789929147062214,19.21429968615621
1626922800000000000,22.17374100826371,35.39447532923711,27.435490686415445,31.365143250951547,26.842272522026818,19.233310605566963
1626926400000000000,22.15046424418573,34.6444960055731,27.281856426418607,31.346297771561257,26.871802740440582,19.24681459044046
1626930000000000000,22.72912156635735,33.51833990034859,27.13527634916869,31.326710427264,26.87995849651631,19.255162685642034
1626933600000000000,23.856826969784052,32.11326437828658,27.006463486406652,31.307786021717227,26.869877123729054,19.2587483384826
1626937200000000000,25.435546090950602,30.436343405106577,26.90577810638176,31.29072213099147,26.845896370588708,19.257999264359512
1626940800000000000,27.301876296643925,28.444518302745234,26.841515842479204,31.277499856340086,26.81305521436787,19.25379366978529
1626944400000000000,29.27389282607478,26.215283625754793,26.82024788035371,31.269074265106504,26.77660033529992,19.247467743128865
1626948000000000000,31.17235215548747,23.87468874566006,26.846530247235194,31.26583664647077,26.74154786147457,19.240541254871324
1626951600000000000,32.83447183286555,21.589630197728287,26.920716491550053,31.268028800361854,26.712147917628517,19.233831449802455
1626955200000000000,34.129329217971026,19.52367429643678,27.038694859252306,31.275390375144003,26.691318483217053,19.227996995438318
1626958800000000000,34.95821250779278,17.809935498729985,27.193924209158226,31.286678566911142,26.680300502963597,19.224044601863596
1626962400000000000,35.25857115259454,16.55774606404255,27.376567360582484,31.30082796040579,26.678421736759418,19.22201286176316
1626966000000000000,35.005716922006556,15.838783341266257,27.574847890748174,31.316704300434672,26.685929161688364,19.22168304400324
1626969600000000000,34.211875874133156,15.692980551985817,27.775640369939246,31.333146349600504,26.70420220413338,19.22233569795744
1626973200000000000,32.92013356452528,16.130799751039937,27.965570889532174,31.34880712490164,26.732760998860524,19.223808803984348
1626976800000000000,31.209056789992538,17.137973187747477,28.131509137204024,31.362539532240433,26.7693836585945,19.226122048582965
1626980400000000000,29.19455646624473,18.670470568462335,28.261032728100165,31.372939728670204,26.81070250425322,19.228656569757902
1626984000000000000,27.023089304728092,20.65470004947911,28.344131458721186,31.379109888321857,26.852837838350467,19.230994885546117
1626987600000000000,24.84274978555974,22.98019841474111,28.37443479828667,31.37995414043958,26.892219605024138,19.232679783561977
1626991200000000000,22.795001495809494,25.490055447696854,28.350030901428987,31.37444690078435,26.92634937002864,19.233665621374385
1626994800000000000,21.001062342873404,28.00764985673836,28.27326357479763,31.362494516112733,26.95480650306812,19.234042559234805
1626998400000000000,19.55211688585609,30.363043129114,28.150226316027815,31.34434027157345,26.979031880146444,19.23433836260596
1627002000000000000,18.51352087861524,32.39458388986839,27.989825441552203,31.32043388955409,26.99941831223678,19.235202971876397
1627005600000000000,17.927208906149968,33.97639033275502,27.803265004643194,31.291291095446493,27.015968291510845,19.237020158888605
1627009200000000000,17.814180344673233,34.99533481262864,27.603050804157633,31.257751492906934,27.027690127017955,19.23990647574629
1627012800000000000,18.170579148003142,35.37010911434982,27.4013226555726,31.22126006353722,27.03243244489231,19.243585066080936
1627016400000000000,18.960498375601986,35.090815311016456,27.209826229959972,31.183612716191913,27.02676696999795,19.247544565612017
1627020000000000000,20.10649196211869,34.22793771791627,27.039293971835885,31.14572389146519,27.00894110274997,19.251341978664865
1627023600000000000,21.48720885844617,32.89180249722686,26.898760063416887,31.109543189189345,26.979534573863507,19.254463927028695
1627027200000000000,22.960687641310695,31.23082007031027,26.795229383564795,31.077591322463817,26.940855884844385,19.256633900215164
1627030800000000000,24.385549344308615,29.425937379010794,26.733355574143612,31.050624504841608,26.89632728236887,19.257781035974723
1627034400000000000,25.634808124623177,27.679293164469627,26.714423316515024,31.029404114034392,26.84987912093145,19.258039229939016
1627038000000000000,26.615622645994534,26.196100127371203,26.73638373629929,31.015516415088793,26.805395148869614,19.257465622104938
1627041600000000000,27.27940349091663,25.14522803675525,26.793643725951526,31.00913673415108,26.766160323311514,19.255920757619997
1627045200000000000,27.610488348756768,24.63454399372111,26.877246340563836,31.00993523321663,26.734405649896615,19.25343219207731
1627048800000000000,27.579045873973108,24.72533781900058,26.97613153130215,31.017140706939305,26.711033864364595,19.250468273493794
1627052400000000000,27.191139837536234,25.437903893388267,27.078866785926778,31.03074259764083,26.695603645956176,19.247343027965606
1627056000000000000,26.487143551677015,26.762433219488777,27.173858276885014,31.05009894057354,26.686563335268453,19.244245798853978
1627059600000000000,25.518791657523703,28.63928321551829,27.250359872401244,31.07326034501336,26.681405236438962,19.24132886287685
1627063200000000000,24.348674633415033,31.002732422043564,27.29925049429465,31.09677643083048,26.676756020252544,19.2390202205818
1627066800000000000,23.041195041114513,33.77739382020343,27.31354182929676,31.117564214444954,26.668973759675104,19.238334583887642
1627070400000000000,21.658905059687868,36.83267124873448,27.28888942283251,31.134172947968544,26.65464896747003,19.240332826143735
1627074000000000000,20.270194917789667,39.996319608171234,27.223813402033866,31.14582624136854,26.63118241880395,19.245142474860565
1627077600000000000,18.944949126810933,43.09476708656091,27.11919499980446,31.15143097513255,26.597428399168777,19.252454395953833
1627081200000000000,17.74968358229813,45.96606200920229,26.978260648360916,31.150010767334507,26.554762703201717,19.261474697257313
1627084800000000000,16.743548021862928,48.45655503052856,26.806211496588464,31.141199926296984,26.50758684154828,19.271626609311884
1627088400000000000,15.983973125071799,50.353158407103095,26.61002164244428,31.12553265266922,26.46375469782196,19.282029726796964
1627092000000000000,15.524704091272575,51.46846884518395,26.398436402252976,31.10508114783747,26.42604428722074,19.29237071163218
1627095600000000000,15.40731305522904,51.69230146695817,26.18093420924805,31.081687286661296,26.392596077964402,19.301999261802518
1627099200000000000,15.649761474428605,51.066332160706416,25.966918223549555,31.05754213252187,26.357290095400508,19.311223186358458
1627102800000000000,16.23884676671549,49.79831380003977,25.765891354094165,31.034819875933778,26.31389858591517,19.320639392641553
1627106400000000000,17.128768735189624,47.98333593696226,25.58668732758307,31.014659286086385,26.25952089494051,19.33043255612977
1627110000000000000,18.269638715283783,45.61650498547753,25.437480957176497,30.99805093340971,26.194017382049488,19.340280958374663
1627113600000000000,19.5708359106344,42.73831622244181,25.325469071647746,30.98493879547292,26.119430975643432,19.348880777588708
1627117200000000000,20.923293137725068,39.52872487485656,25.256848690198346,30.975486340511072,26.039614430303182,19.355737882400632
1627120800000000000,22.220034853933043,36.22540300749883,25.234262141313376,30.969547648804514,25.95962619085316,19.360199333663292
1627124400000000000,23.35985258525834,33.103818769730466,25.256366599909253,30.967146937228506,25.884628557814754,19.361321480072206
1627128000000000000,24.259920842494978,30.442852947505003,25.319976619489275,30.96826294617025,25.81902090313416,19.3588920103196
1627131600000000000,24.869515610584394,28.489348139078704,25.419343087557646,30.972742946644676,25.766156313179437,19.353385398296982
1627135200000000000,25.179646999376427,27.43505174656613,25.54635045875704,30.980401580205044,25.72819766528732,19.345220531126007
1627138800000000000,25.189629962615072,27.393517690691077,25.690089756854547,30.991196058938172,25.705646273662765,19.335242441945372
1627142400000000000,24.873164802232388,28.41431301107529,25.83855213739333,31.004879579128826,25.69772147585785,19.324725776764325
1627146000000000000,24.22715552053426,30.50416957043362,25.979627858347992,31.020833376472382,25.702586146688002,19.314932757172663
