ts,t_ext,h_ext,t_C_cal,h_C_cal,t_L_cal,h_L_cal
1626775200000000000,38.80893718318772,17.873237411979865,24.29338870497713,9.411811414819981,23.760798989737545,31.04955008411937
1626778800000000000,38.322217353052295,17.87512505041906,24.438521076626802,9.374074406994337,23.812566746169505,31.056620632835823
1626782400000000000,37.81140815108499,17.933530314738455,24.593719561226703,9.33596928448299,23.864726512704088,31.063113034911083
1626786000000000000,37.257281365256745,18.091302913647397,24.76641506096079,9.296839568945304,23.917544631982228,31.06848899680893
1626789600000000000,36.66324470202763,18.363623919374515,24.956101282400763,9.2564190886583,23.97064018151781,31.07356256454404
1626793200000000000,36.06229972087186,18.72351137501196,25.157191114842046,9.214925656624557,24.022456792504908,31.078380248362997
1626796800000000000,35.49148220091003,19.128680417791493,25.362953101422747,9.172572418232573,24.070565027655768,31.082514639683644
1626800400000000000,34.973750378599476,19.527883798467478,25.56826569231436,9.129631053975517,24.112310881757587,31.08579885384019
1626804000000000000,34.508981001721764,19.901587463616355,25.77062780667415,9.085718948199219,24.146668032654322,31.087846919203315
1626807600000000000,34.079146647605825,20.235561855163233,25.969939040069576,9.041121459887254,24.175237049372377,31.088709640271983
1626811200000000000,33.66367553810879,20.552016085851594,26.16757452818317,8.995851173589397,24.201788184247953,31.088603678753124
1628150400000000000,30.88079917727687,23.73459074260357,21.84326384141185,12.722186959962869,23.18412737327453,37.703905656129194
1628154000000000000,31.386041110473695,23.07517193199781,22.0164640947504,12.679506118834558,23.164426038314577,37.672779362806146
1628157600000000000,31.893975051897755,22.400407213966016,22.190565043008167,12.63340340810662,23.146883429621884,37.6434140129218
1628161200000000000,32.34908376146224,21.82505942687845,22.365302740156856,12.58091073420038,23.13406052470846,37.6165985702403
1628164800000000000,32.673261125754344,21.483466284334142,22.5375075897381,12.520362811561366,23.128277536965538,37.593021191729896
1628168400000000000,32.798559316553664,21.49006578285632,22.700462231049862,12.452044896415906,23.13114565348465,37.57302334690206
1628172000000000000,32.6730178943823,21.933161256124894,22.84493422749274,12.378328616874729,23.14299328598769,37.556474293351
1628175600000000000,32.2670241599301,22.86815537999119,22.960686520156823,12.303565152084401,23.162837389661682,37.5442463885352
1628179200000000000,31.572485234943134,24.321369217745303,23.039616041190612,12.233022395022736,23.188348320167137,37.53629724697966
1628182800000000000,30.60454709047724,26.30253318796834,23.079285584813782,12.171014405328526,23.21665896835885,37.53166929205129
1628186400000000000,29.393880845238858,28.797080683730606,23.08552845150077,12.118900018690342,23.24535207522329,37.52835864131391
1628190000000000000,27.98369548036301,31.765919766222737,23.074801752544552,12.077461260076806,23.273343792063358,37.52612805274414
1628193600000000000,26.419511168532324,35.15132102313139,23.065207314723096,12.047441154269638,23.301846749429703,37.525840031238836
1628197200000000000,24.72884446095914,38.88697917781435,23.06609894728894,12.029358113449794,23.334840139952366,37.527754134500725
1628200800000000000,22.91656225171592,42.90589392521625,23.07817838634737,12.023092501891893,23.37428468876707,37.532544247192874
1628204400000000000,21.030284656932196,47.08561183517027,23.09348637853079,12.02968110273606,23.41979271961001,37.539231712633345
1628208000000000000,19.199966170220343,51.09662053825741,23.095281886608124,12.049596440770163,23.468233709329727,37.547212431668264
1628211600000000000,17.656758438623417,54.36055154670697,23.068389009562985,12.082980896421384,23.513279207578638,37.55444832135076
1628215200000000000,16.569313447482262,56.50198683403234,23.00792902751291,12.127672552375861,23.548918426915872,37.55947084108395
1628218800000000000,16.041132264418152,57.36031952494646,22.916589330479784,12.181813015688853,23.569341121158097,37.56303363372408
1628222400000000000,16.112856155910876,57.002006209155354,22.802728018210388,12.243117167891862,23.572247859852837,37.5656456337166
1628226000000000000,16.753548399129382,55.59965028111553,22.67853729714669,12.3083317603595,23.558479134669355,37.567885439169686
1628229600000000000,17.886870982410763,53.386107800464686,22.558363911730382,12.372572372787463,23.531152958678394,37.56996610094529
1628233200000000000,19.43045041010081,50.4122383240293,22.45726923343167,12.430796267267839,23.494969220270654,37.57177181551363
1628236800000000000,21.24804447672119,46.6952903306312,22.389314327936766,12.478043315498171,23.45548294491671,37.57213711833545
1628240400000000000,23.188689806025913,42.42488991585193,22.365570901930916,12.510045426503332,23.418132799217766,37.57195382671638
