ts,t_ext,h_ext,t_C_cal,h_C_cal,t_L_cal,h_L_cal
1626775200000000000,39.9362282887696,15.705423908332355,27.237488565019945,18.415024547494806,25.291535291108573,23.752225863959204
1626778800000000000,39.04770174035947,16.682182556850638,27.288369954996387,18.436401805715853,25.38559530295287,23.747468499671626
1626782400000000000,38.120562909061654,17.7463869662856,27.343376459322627,18.46002457673695,25.481989961886075,23.743130997744455
1626786000000000000,37.10255582791818,18.993744405318743,27.41024949279851,18.48751993690099,25.584197961967586,23.739296798016387
1626789600000000000,35.962802234213825,20.491331606302044,27.494755038963973,18.520543690608505,25.69487809763792,23.73602424566533
1626793200000000000,34.70064830695416,22.261954524200966,27.589723253097645,18.55932756041601,25.81484718371793,23.73284902752238
1626796800000000000,33.331312202802664,24.294922464584644,27.681870073421877,18.601760021348944,25.942723254052122,23.729888708961987
1626800400000000000,31.869505595353264,26.541425187780188,27.75659753896137,18.644765246653606,26.07505920398113,23.727338580400037
1626804000000000000,30.325027036171875,28.963903229468862,27.8005889880066,18.68546888919279,26.206680696305074,23.7250725359328
1626807600000000000,28.723813354204204,31.521132873454142,27.803545116791785,18.720650243562766,26.33141280178431,23.72309729916921
1626811200000000000,27.13155110803431,34.12250137124483,27.759327398337746,18.74839645819288,26.443513784216076,23.721039177992225
1626814800000000000,25.6084387227042,36.674184645615185,27.666761854497405,18.768928578101864,26.53809444604651,23.718699722609777
1626818400000000000,24.19519244550888,39.105883605627035,27.52908123314031,18.78285176237651,26.611330451879574,23.716076306766546
1626822000000000000,22.912360803183002,41.385057313886044,27.352183996924364,18.790361034822606,26.660683188525432,23.71284961661446
1626825600000000000,21.764957064672775,43.430605996941615,27.143677796176068,18.79139651619716,26.684667404942108,23.7092137433961
1626829200000000000,20.857037557559245,44.98457930820428,26.91198177458601,18.786746187783972,26.68319101820238,23.70590845034625
1626832800000000000,20.27791812968583,45.87026629566061,26.665805570610292,18.77816938388668,26.657315271329587,23.703646547692998
1626836400000000000,20.106010919987014,45.9942768808818,26.413739004959154,18.768014983731085,26.608936163831732,23.703487976477646
1626840000000000000,20.402532219433752,45.38160165581574,26.163880509303397,18.75754039505411,26.54037654250349,23.706326521897882
1626843600000000000,21.19880487646379,44.21887177693486,25.92360779193088,18.74760202625538,26.45445322583457,23.712087540494952
1626847200000000000,22.47587641732055,42.611902384153424,25.69849308936978,18.73817110413396,26.354245933556303,23.720503433224465
1626850800000000000,24.169306319482807,40.597319899616366,25.49162256022896,18.729021985726384,26.243039853141685,23.730788082428734
1626854400000000000,26.17847862958945,38.21721505496041,25.30301409889026,18.72041539567782,26.124161046061477,23.742356551434515
1626858000000000000,28.40558433108454,35.554288716159455,25.12943604079988,18.712600989276176,26.00092184192169,23.754722238060907
1626861600000000000,30.754029621116207,32.72016050772867,24.96562658041511,18.704939717743454,25.875756596231316,23.767624783421745
1626865200000000000,33.14691485352176,29.81857383368828,24.80602955178521,18.69694567290892,25.75009044608015,23.780662821566914
1626872400000000000,36.1238309665958,11.360837553031452,27.241077080256325,18.992762265752674,26.025199197392396,23.77236585017662
1626876000000000000,34.84806546735747,14.02728568697054,27.52115111617206,19.05976389931412,26.107692113763186,23.76741352721032
1626879600000000000,33.58706165845319,16.752670899924766,27.79126892673978,19.12475952779076,26.194933038160055,23.762679666742255
1626883200000000000,32.26110057554341,19.604657414039565,28.035899139086105,19.185636992968302,26.290502148380533,23.758650716998552
1626886800000000000,30.774047183158615,22.624928197006586,28.23759769107027,19.23984926075453,26.39375756456783,23.756128450537922
1626890400000000000,29.093572106740545,25.811869642377072,28.381144862493976,19.28557243097755,26.500652385381358,23.756002300907426
1626894000000000000,27.246772166566018,29.101202195065557,28.45569495624825,19.322635935082943,26.60595213383487,23.759542538148764
1626897600000000000,25.324975128511117,32.34636093689613,28.45575749326585,19.352359768506517,26.704415809088292,23.76786562461123
1626901200000000000,23.441957703452935,35.36776892774223,28.381285044917043,19.376005999333238,26.79190955562988,23.782166765420957
1626904800000000000,21.715996850983455,37.96971895144168,28.237505940972774,19.394775994038017,26.866338693190382,23.80336872477465
1626908400000000000,20.255699953660177,39.96982610255487,28.034002327421526,19.40986841925245,26.928272779277577,23.830907003164832
1626912000000000000,19.154097758864097,41.23192495279447,27.78364795750871,19.421113685517767,26.97561798446738,23.863053723469612
1626915600000000000,18.486027650803244,41.672969994665785,27.50188565211463,19.426983639800852,27.001997751542916,23.897129435153616
1626919200000000000,18.3047027027637,41.29084647114618,27.20515508587784,19.426674208663417,27.00427934344266,23.931641941338462
1626922800000000000,18.649059044856827,40.16787659193302,26.9102937435824,19.42004669871916,26.982310045589642,23.965677588844226
1626926400000000000,19.544902446833035,38.47822410201221,26.634254225820264,19.407925355020136,26.93806101663913,23.998288190285926
1626930000000000000,20.9846314213275,36.428332313783656,26.39363619574757,19.392163636156226,26.875346981457163,24.029490431806813
1626933600000000000,22.902028789840394,34.12036229862714,26.20444677426224,19.374587571392098,26.7993520547434,24.05940386138061
1626937200000000000,25.15511439299195,31.57269180478461,26.0811733869714,19.35744784193085,26.716256881382925,24.0879388663963
1626940800000000000,27.558721116837333,28.83457829084505,26.03475899173953,19.34241768526166,26.6328319190467,24.115033445045725
1626944400000000000,29.938948885319967,26.00755229734962,26.071516630743236,19.330978448145313,26.556048692955518,24.13973451319313
1626948000000000000,32.12297707788157,23.23621524859768,26.192411756241718,19.324650196564974,26.492633742473036,24.160828254510648
1626951600000000000,33.94992891844401,20.697259712581786,26.392694654186744,19.324811644022354,26.448336453366682,24.177129015480137
1626955200000000000,35.28753119348363,18.56259943814183,26.66127482630099,19.33188004182851,26.427479873979138,24.188072226505
1626958800000000000,36.04084473362566,16.963092243658537,26.97996816109856,19.345604028704244,26.432403688119393,24.19381934714215
1626962400000000000,36.162888390893826,15.993053286464551,27.32422779883059,19.3652874108771,26.46317278085667,24.194612528308465
1626966000000000000,35.647818024521065,15.711803165092304,27.66643447086448,19.389196841369387,26.51752800037899,24.189913282549405
1626969600000000000,34.52774394316472,16.14206527854293,27.979059963912693,19.414525602944664,26.590578467065836,24.180806127802363
1626973200000000000,32.87021494190361,17.273778327499972,28.237745053312366,19.439804690477793,26.675508021292895,24.169241721329232
1626976800000000000,30.774419043051566,19.067460359861542,28.424256581428182,19.46435505926419,26.764344718765198,24.157859978422223
1626980400000000000,28.37225878617004,21.44447497358407,28.52706727342502,19.487445905994477,26.849194868308167,24.148765952260227
1626984000000000000,25.833059187056612,24.278094496358715,28.541407288653453,19.50893255729163,26.9233546648929,24.143643651337918
1626987600000000000,23.330839340313826,27.381229839474106,28.469236113729814,19.529025561243678,26.982378354807413,24.143579026885696
1626991200000000000,21.034121082006997,30.506427635921952,28.3183491623839,19.548075820890723,27.025086637690777,24.148575290195573
1626994800000000000,19.082701188131626,33.39933888696589,28.10093282054154,19.56607920011044,27.054309762967332,24.15916127591571
1626998400000000000,17.577489769317694,35.841641226601254,27.83235361886835,19.582860793480677,27.072081659139062,24.17466068431958
1627002000000000000,16.582479015222944,37.65292799086277,27.530241487097257,19.597573658950903,27.078893157078262,24.193378533639674
1627005600000000000,16.135136217811947,38.70470943685251,27.212569485439168,19.61053871151079,27.07351427106584,24.213566696048616
1627009200000000000,16.246603878897034,38.92863320843054,26.897008259234,19.621919738235484,27.052926083811904,24.233772624849294
1627012800000000000,16.902589804779062,38.32379985508839,26.600519425633927,19.632477139985006,27.014457868649217,24.252637472850758
1627016400000000000,18.051419096303263,37.010856927566635,26.339094519198795,19.643159657062036,26.958576304739097,24.269497891605234
1627020000000000000,19.593307622933743,35.14788064472162,26.12730321356544,19.65382093889439,26.8881868258897,24.28446533576978
1627023600000000000,21.37537372983825,32.866838656134036,25.977074237178712,19.663407182939288,26.808025769528484,24.298257458918744
1627027200000000000,23.227711776864275,30.36903798675554,25.896517831802356,19.671242533855903,26.7240385139149,24.311074065132402
1627030800000000000,24.98716238656093,27.867783941643104,25.88930683016165,19.676424601299004,26.642673512946434,24.32262970321017
1627034400000000000,26.507372397041998,25.60202477931948,25.954232219997174,19.6783350345598,26.57038883538144,24.332293453450134
1627038000000000000,27.67870035588901,23.809780918890993,26.0851919207479,19.676882165966518,26.512882481515472,24.339509276951624
1627041600000000000,28.440521995803977,22.65396162257986,26.270632438743743,19.672113367347237,26.474603108744812,24.34363210838855
1627045200000000000,28.788426045930024,22.230795010086055,26.493398361107126,19.6646055103037,26.458203882983927,24.343955122998644
1627048800000000000,28.70142934878556,22.578886251550426,26.7312946172397,19.654910975630855,26.46434193905983,24.340735174935748
1627052400000000000,28.202755395520626,23.680714385194783,26.960646698386622,19.64417971240242,26.491092372969703,24.33489865803282
1627056000000000000,27.34270429288832,25.485605950361823,27.159012604166108,19.633930741754007,26.5342504976838,24.327782796191663
1627059600000000000,26.185298593686554,27.899330342542278,27.308010533879177,19.625041287697215,26.58795070244267,24.320175826733742
1627063200000000000,24.807033807784336,30.82550089772326,27.39496856078519,19.61778725254609,26.645384871510025,24.313345457938613
1627066800000000000,23.288370640932005,34.156283103011916,27.413225561895622,19.612779541337712,26.699501745761516,24.308303094363946
1627070400000000000,21.707143905246483,37.73014299209372,27.36205961750298,19.609944472317032,26.743907328468794,24.30554890821025
1627074000000000000,20.140679706435378,41.34935876762401,27.245616552280808,19.609623014765617,26.773462605445907,24.30570004073438
1627077600000000000,18.664869074790182,44.813907202337205,27.071603412909454,19.611660290660048,26.78477130740402,24.309263598656557
1627081200000000000,17.35119624353804,47.92937148129146,26.85047108054643,19.616261163269236,26.77670253899982,24.31648968828965
